Protein_ID,Actual_Sites,DualEvo_Predicted,DualEvo_Precision,DualEvo_Recall,DualEvo_F1,SCREEN_Predicted,SCREEN_Precision,SCREEN_Recall,SCREEN_F1,Squidly_Predicted,Squidly_Precision,Squidly_Recall,Squidly_F1
Q9KG32,[47],"[47, 72]",0.5,1.0,0.6666666666666666,"[20, 72, 149, 194, 204, 205, 208, 232]",0.0,0.0,0.0,[72],0.0,0.0,0.0
F4JYG0,"[329, 331, 352, 355]","[329, 331, 352, 355]",1.0,1.0,1.0,[],0.0,0.0,0.0,[],0.0,0.0,0.0
D0E8I5,"[24, 27, 34, 58, 59, 62, 80, 104, 108, 158, 161]","[58, 59, 80, 104]",1.0,0.36363636363636365,0.5333333333333333,"[58, 59, 62, 80, 104, 108, 133, 161]",0.875,0.6363636363636364,0.7368421052631579,[],0.0,0.0,0.0
Q4WZB3,"[257, 352, 380]","[188, 257, 301, 352, 380]",0.6,1.0,0.7499999999999999,"[187, 257, 258, 352, 380]",0.6,1.0,0.7499999999999999,"[352, 380]",1.0,0.6666666666666666,0.8
Q9FJT9,"[85, 88, 89, 165, 172]","[85, 88, 89]",1.0,0.6,0.7499999999999999,"[89, 172, 750, 767]",0.5,0.4,0.4444444444444445,"[88, 165]",1.0,0.4,0.5714285714285715
Q70KF0,"[41, 63, 92, 95, 98, 106, 147]","[41, 63, 64, 92, 95, 98, 106, 147]",0.875,1.0,0.9333333333333333,"[43, 63, 106]",0.6666666666666666,0.2857142857142857,0.4,[],0.0,0.0,0.0
Q0PBX7,"[25, 29, 33, 50, 52, 91, 93]","[25, 29, 33, 50, 52, 91, 93]",1.0,1.0,1.0,"[23, 29, 33, 50, 121, 146, 176, 235, 237]",0.3333333333333333,0.42857142857142855,0.375,[],0.0,0.0,0.0
S0E627,"[109, 112, 141, 148, 152, 157, 158, 235, 236, 275, 278, 282, 292, 302]","[109, 112, 141, 148, 152, 157, 158, 180, 235, 236, 275, 278, 282, 292, 302]",0.9333333333333333,1.0,0.9655172413793104,"[109, 112, 148, 152, 157, 235, 274, 278, 292]",0.8888888888888888,0.5714285714285714,0.6956521739130435,[],0.0,0.0,0.0
O43980,"[82, 166]","[82, 141]",0.5,0.5,0.5,"[81, 82, 141, 166, 265, 266]",0.3333333333333333,1.0,0.5,"[82, 166, 265]",0.6666666666666666,1.0,0.8
Q02742,[320],[320],1.0,1.0,1.0,"[246, 254, 320]",0.3333333333333333,1.0,0.5,[320],1.0,1.0,1.0
Q5QKR8,"[81, 85, 127, 135, 139, 167, 175, 193, 252, 255]","[125, 127, 135, 139, 312]",0.6,0.3,0.4,"[127, 135, 139, 164, 167]",0.8,0.4,0.5333333333333333,[127],1.0,0.1,0.18181818181818182
P46116,"[150, 210]","[150, 210]",1.0,1.0,1.0,"[78, 83, 87, 148, 150, 205, 210]",0.2857142857142857,1.0,0.4444444444444445,"[148, 150, 210]",0.6666666666666666,1.0,0.8
P54637,[650],"[650, 656]",0.5,1.0,0.6666666666666666,"[550, 613, 650, 656, 657]",0.2,1.0,0.33333333333333337,[650],1.0,1.0,1.0
E7FHF1,"[15, 26, 28]","[15, 22, 26, 28, 64, 104]",0.5,1.0,0.6666666666666666,"[15, 64, 104]",0.3333333333333333,0.3333333333333333,0.3333333333333333,[104],0.0,0.0,0.0
P40376,"[230, 324]","[230, 324]",1.0,1.0,1.0,"[324, 326, 329, 360]",0.25,0.5,0.3333333333333333,[324],1.0,0.5,0.6666666666666666
P32945,"[301, 303, 329, 361, 362, 410, 485]","[301, 303, 329, 361, 362, 410, 485]",1.0,1.0,1.0,"[301, 303, 329, 332, 333, 361, 362, 410, 445, 458, 485]",0.6363636363636364,1.0,0.7777777777777778,"[362, 485]",1.0,0.2857142857142857,0.4444444444444445
P46489,"[88, 93, 198, 204, 211, 218, 237, 268, 293]","[148, 198, 204, 211, 237, 268, 293]",0.8571428571428571,0.6666666666666666,0.75,"[265, 293]",0.5,0.1111111111111111,0.1818181818181818,[293],1.0,0.1111111111111111,0.19999999999999998
Q9VWU1,"[187, 234, 339]","[187, 234, 339]",1.0,1.0,1.0,"[187, 234, 337, 339]",0.75,1.0,0.8571428571428571,"[187, 234, 339]",1.0,1.0,1.0
B0WSX1,[389],"[121, 165, 278, 389, 431, 701]",0.16666666666666666,1.0,0.2857142857142857,"[121, 197, 223, 389, 415, 489, 700]",0.14285714285714285,1.0,0.25,[220],0.0,0.0,0.0
D4GU60,"[24, 201, 202]","[24, 51, 138, 201, 202, 218]",0.5,1.0,0.6666666666666666,"[24, 138, 201, 202, 204, 218]",0.5,1.0,0.6666666666666666,[],0.0,0.0,0.0
Q8SQZ6,"[175, 226, 449]","[316, 327, 334]",0.0,0.0,0.0,"[34, 98, 205, 207, 218, 298, 334, 338, 444, 449]",0.1,0.3333333333333333,0.15384615384615383,[],0.0,0.0,0.0
O53423,"[80, 119, 149, 244, 247]","[6, 80, 119, 149, 244, 247]",0.8333333333333334,1.0,0.9090909090909091,"[80, 149, 244, 247]",1.0,0.8,0.888888888888889,"[80, 247]",1.0,0.4,0.5714285714285715
Q9RDE9,"[29, 108, 153, 198, 200, 228, 276, 327, 356, 410]","[104, 105, 198, 200, 228, 230, 253, 276, 277, 300, 327]",0.45454545454545453,0.5,0.47619047619047616,"[198, 200, 228, 253, 276, 277, 300, 327, 329]",0.5555555555555556,0.5,0.5263157894736842,"[200, 327]",1.0,0.2,0.33333333333333337
Q2G0P6,"[82, 115]",[157],0.0,0.0,0.0,"[111, 166, 197]",0.0,0.0,0.0,[],0.0,0.0,0.0
G0L322,"[73, 144, 147, 152, 176, 271]","[147, 152, 420]",0.6666666666666666,0.3333333333333333,0.4444444444444444,"[147, 149, 151, 152]",0.5,0.3333333333333333,0.4,"[147, 152]",1.0,0.3333333333333333,0.5
E9QBI7,"[296, 297, 300, 361]","[296, 297, 300, 361, 365, 408]",0.6666666666666666,1.0,0.8,"[296, 297, 300, 305, 361, 365, 408]",0.5714285714285714,1.0,0.7272727272727273,"[297, 408]",0.5,0.25,0.3333333333333333
Q4QEY9,"[428, 530]","[428, 466, 530]",0.6666666666666666,1.0,0.8,[336],0.0,0.0,0.0,[],0.0,0.0,0.0
P0DTF7,"[62, 64, 130, 182, 199, 245]","[62, 64, 182]",1.0,0.5,0.6666666666666666,[182],1.0,0.16666666666666666,0.2857142857142857,[130],1.0,0.16666666666666666,0.2857142857142857
Q6S5G3,"[180, 294]",[],0.0,0.0,0.0,[739],0.0,0.0,0.0,[],0.0,0.0,0.0
O61125,"[49, 139]","[49, 139]",1.0,1.0,1.0,"[137, 139, 141, 144]",0.25,0.5,0.3333333333333333,[139],1.0,0.5,0.6666666666666666
A8GG78,"[356, 381, 415]",[415],1.0,0.3333333333333333,0.5,"[381, 415]",1.0,0.6666666666666666,0.8,"[381, 415]",1.0,0.6666666666666666,0.8
O27089,"[96, 186, 238]","[96, 186, 238]",1.0,1.0,1.0,"[238, 240]",0.5,0.3333333333333333,0.4,[],0.0,0.0,0.0
Q4JB16,"[111, 131]",[],0.0,0.0,0.0,"[21, 113]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q9Y898,"[109, 243]","[109, 243]",1.0,1.0,1.0,"[109, 243, 245, 282]",0.5,1.0,0.6666666666666666,[243],1.0,0.5,0.6666666666666666
P11439,"[474, 578]",[465],0.0,0.0,0.0,"[291, 495, 506, 553, 578]",0.2,0.5,0.28571428571428575,[],0.0,0.0,0.0
P35484,"[51, 115, 203, 237, 304, 312]","[42, 47, 51, 237, 313]",0.4,0.3333333333333333,0.3636363636363636,"[42, 47, 50, 51]",0.25,0.16666666666666666,0.2,[],0.0,0.0,0.0
Q9VWP4,"[144, 168, 287, 344, 383, 388]","[144, 168, 287]",1.0,0.5,0.6666666666666666,"[144, 168, 242, 287, 422]",0.6,0.5,0.5454545454545454,[],0.0,0.0,0.0
E7FHN9,"[229, 232, 235, 239, 306, 309, 312, 316]","[92, 135, 229, 232, 235, 239, 242, 244, 266, 294, 306, 309, 312, 316]",0.5714285714285714,1.0,0.7272727272727273,"[92, 291, 295]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q06702,"[115, 116, 162, 166, 203, 263]","[115, 116, 162, 166, 203, 263]",1.0,1.0,1.0,"[115, 162, 166, 200, 227, 230, 263]",0.5714285714285714,0.6666666666666666,0.6153846153846153,"[115, 263]",1.0,0.3333333333333333,0.5
Q4P804,"[146, 148, 159]","[82, 146, 148, 156, 159]",0.6,1.0,0.7499999999999999,"[82, 146, 148, 159]",0.75,1.0,0.8571428571428571,[],0.0,0.0,0.0
Q09363,"[208, 294]","[208, 265]",0.5,0.5,0.5,[294],1.0,0.5,0.6666666666666666,[],0.0,0.0,0.0
O87876,"[298, 337]","[8, 298, 337, 392, 420]",0.4,1.0,0.5714285714285715,"[252, 298, 337]",0.6666666666666666,1.0,0.8,[],0.0,0.0,0.0
O16129,"[164, 285, 310]","[164, 285]",1.0,0.6666666666666666,0.8,"[69, 172, 274, 285, 453]",0.2,0.3333333333333333,0.25,[],0.0,0.0,0.0
Q54EM5,[510],[510],1.0,1.0,1.0,"[297, 510]",0.5,1.0,0.6666666666666666,[],0.0,0.0,0.0
Q04195,"[377, 379, 400, 403]","[377, 379, 400, 403]",1.0,1.0,1.0,[379],1.0,0.25,0.4,[],0.0,0.0,0.0
Q12043,"[216, 375]","[216, 375, 426]",0.6666666666666666,1.0,0.8,[216],1.0,0.5,0.6666666666666666,[],0.0,0.0,0.0
B2A6B7,"[172, 192]",[192],1.0,0.5,0.6666666666666666,"[23, 59, 283, 285]",0.0,0.0,0.0,[],0.0,0.0,0.0
P32747,"[126, 146, 234, 264, 267, 306, 358, 387]","[122, 145, 264, 267, 306, 334, 358]",0.5714285714285714,0.5,0.5333333333333333,"[38, 171, 175, 267, 269, 306, 335]",0.2857142857142857,0.25,0.26666666666666666,[267],1.0,0.125,0.2222222222222222
Q03533,"[68, 180]","[68, 180]",1.0,1.0,1.0,"[180, 182, 184, 241]",0.25,0.5,0.3333333333333333,[180],1.0,0.5,0.6666666666666666
P46843,"[57, 90, 163, 182, 188, 245, 265, 285, 292]","[56, 118, 124, 142, 145, 285, 379, 382]",0.125,0.1111111111111111,0.11764705882352941,"[52, 142, 145, 379, 382]",0.0,0.0,0.0,"[379, 382]",0.0,0.0,0.0
Q8EN08,"[71, 101, 135]",[101],1.0,0.3333333333333333,0.5,[71],1.0,0.3333333333333333,0.5,[71],1.0,0.3333333333333333,0.5
O81755,"[104, 108, 109, 112, 114, 116, 118, 204, 234, 235, 287]","[108, 204, 234, 235, 318, 321, 329]",0.5714285714285714,0.36363636363636365,0.4444444444444444,"[104, 108, 234, 346]",0.75,0.2727272727272727,0.39999999999999997,[108],1.0,0.09090909090909091,0.16666666666666669
Q59QL0,[343],[343],1.0,1.0,1.0,[420],0.0,0.0,0.0,[343],1.0,1.0,1.0
P86074,"[7, 23]",[],0.0,0.0,0.0,[],0.0,0.0,0.0,[],0.0,0.0,0.0
Q23498,"[189, 191, 278, 318, 427, 461, 463]","[189, 191, 278, 282, 318, 319, 427, 461, 463]",0.7777777777777778,1.0,0.8750000000000001,"[191, 278, 318, 319, 427, 461, 463]",0.8571428571428571,0.8571428571428571,0.8571428571428571,[319],0.0,0.0,0.0
K2RU68,[77],[77],1.0,1.0,1.0,"[39, 40, 41, 77, 81]",0.2,1.0,0.33333333333333337,[],0.0,0.0,0.0
Q9WYP4,"[35, 37, 46, 117, 173]","[35, 37, 46, 117, 118, 168, 173]",0.7142857142857143,1.0,0.8333333333333333,"[117, 118, 168, 227]",0.25,0.2,0.22222222222222224,[],0.0,0.0,0.0
Q9VM90,"[130, 221]","[130, 221]",1.0,1.0,1.0,"[221, 223, 225, 262]",0.25,0.5,0.3333333333333333,[221],1.0,0.5,0.6666666666666666
P11018,"[50, 87, 246]","[50, 87, 246]",1.0,1.0,1.0,"[50, 51, 87, 179, 246]",0.6,1.0,0.7499999999999999,"[50, 87, 246]",1.0,1.0,1.0
Q9YFY8,"[9, 11, 50, 85, 86, 170, 199, 201]","[9, 11, 50, 85, 86, 170, 199, 201]",1.0,1.0,1.0,"[9, 50, 86, 87, 170, 201]",0.8333333333333334,0.625,0.7142857142857143,"[86, 170]",1.0,0.25,0.4
Q72E85,"[20, 23, 26, 30, 75, 78, 83, 87, 108, 111, 114, 118, 155, 158, 188, 192]","[20, 23, 26, 30, 75, 78, 83, 87, 108, 111, 114, 118, 158, 188, 192]",1.0,0.9375,0.967741935483871,[87],1.0,0.0625,0.11764705882352941,[],0.0,0.0,0.0
Q6DNF3,"[105, 439, 483]","[105, 483]",1.0,0.6666666666666666,0.8,"[6, 105]",0.5,0.3333333333333333,0.4,[],0.0,0.0,0.0
I6Y2J4,"[309, 383, 413]","[309, 413]",1.0,0.6666666666666666,0.8,"[309, 383, 413]",1.0,1.0,1.0,"[309, 383, 413]",1.0,1.0,1.0
M2ZIX7,[182],"[169, 182, 186]",0.3333333333333333,1.0,0.5,"[169, 170, 182, 186]",0.25,1.0,0.4,[182],1.0,1.0,1.0
P32823,[313],"[311, 313, 568, 619]",0.25,1.0,0.4,"[309, 311, 313, 389, 459]",0.2,1.0,0.33333333333333337,[313],1.0,1.0,1.0
Q621J7,"[41, 130]","[41, 130]",1.0,1.0,1.0,[130],1.0,0.5,0.6666666666666666,[130],1.0,0.5,0.6666666666666666
P22806,"[19, 131, 178, 351]","[131, 178, 203, 206, 360]",0.4,0.5,0.4444444444444445,"[45, 174, 178, 203, 206, 237, 348]",0.14285714285714285,0.25,0.18181818181818182,[237],0.0,0.0,0.0
B2UP57,"[122, 151, 214, 227, 247, 278, 279, 288, 291, 345]","[122, 214, 227, 278, 279, 288]",1.0,0.6,0.7499999999999999,"[214, 278, 279, 288, 328, 375]",0.6666666666666666,0.4,0.5,"[151, 214, 279]",1.0,0.3,0.4615384615384615
Q7VQW8,"[9, 11, 93, 95, 101, 103, 130]","[9, 11, 54, 93, 95, 101, 103, 104, 105, 130, 178, 204, 230, 231, 234, 256, 277, 301, 324, 325, 328]",0.3333333333333333,1.0,0.5,"[9, 11, 105, 130, 134, 230, 231, 235, 325, 328]",0.3,0.42857142857142855,0.3529411764705882,"[9, 11]",1.0,0.2857142857142857,0.4444444444444445
Q21376,"[43, 44, 79, 308, 309]","[43, 44, 79, 217, 308]",0.8,0.8,0.8000000000000002,"[43, 44, 83, 134, 217, 309, 322]",0.42857142857142855,0.6,0.5,[79],1.0,0.2,0.33333333333333337
O07566,"[151, 225, 242, 274, 282, 292, 379]","[125, 222, 242, 292]",0.5,0.2857142857142857,0.36363636363636365,"[151, 222, 225, 242, 244, 247]",0.5,0.42857142857142855,0.4615384615384615,[],0.0,0.0,0.0
Q54VC0,"[41, 139]","[41, 139]",1.0,1.0,1.0,[139],1.0,0.5,0.6666666666666666,[139],1.0,0.5,0.6666666666666666
Q5BD29,"[392, 488]","[392, 488]",1.0,1.0,1.0,"[488, 546]",0.5,0.5,0.5,"[392, 488]",1.0,1.0,1.0
Q9X1G3,"[254, 298, 300]",[331],0.0,0.0,0.0,"[37, 136, 192, 230, 254, 258, 298, 331]",0.25,0.6666666666666666,0.36363636363636365,[],0.0,0.0,0.0
Q6DRD3,"[71, 100, 102, 105, 189, 191, 257]","[189, 191]",1.0,0.2857142857142857,0.4444444444444445,[],0.0,0.0,0.0,[],0.0,0.0,0.0
P76190,"[169, 224, 236]","[169, 224]",1.0,0.6666666666666666,0.8,"[169, 170, 224]",0.6666666666666666,0.6666666666666666,0.6666666666666666,"[169, 224]",1.0,0.6666666666666666,0.8
A1A6H3,"[210, 255, 319, 321, 325, 355, 358, 360, 364]","[80, 255, 321, 325, 358]",0.8,0.4444444444444444,0.5714285714285714,"[210, 233, 322, 323, 324, 325]",0.3333333333333333,0.2222222222222222,0.26666666666666666,[325],1.0,0.1111111111111111,0.19999999999999998
B0TFA7,"[34, 102, 126, 200]","[102, 200]",1.0,0.5,0.6666666666666666,"[14, 37, 50, 154]",0.0,0.0,0.0,[200],1.0,0.25,0.4
Q9ZHY3,"[13, 30, 41, 52, 262]",[262],1.0,0.2,0.33333333333333337,"[13, 262]",1.0,0.4,0.5714285714285715,[],0.0,0.0,0.0
A0A3G5BB24,[83],[],0.0,0.0,0.0,"[69, 83]",0.5,1.0,0.6666666666666666,[],0.0,0.0,0.0
Q0V9R3,"[354, 362, 363]","[354, 363]",1.0,0.6666666666666666,0.8,"[360, 465, 581, 675, 679]",0.0,0.0,0.0,[],0.0,0.0,0.0
P39671,"[17, 21, 112, 125, 276, 278, 280, 343, 375, 495]","[112, 276, 278, 280, 362, 363]",0.6666666666666666,0.4,0.5,"[17, 110, 112, 113, 125, 248, 278, 280, 281, 346, 374]",0.45454545454545453,0.5,0.47619047619047616,[112],1.0,0.1,0.18181818181818182
Q9X0L3,"[11, 77, 139, 183]","[11, 77, 139, 160, 183]",0.8,1.0,0.888888888888889,"[8, 183]",0.5,0.25,0.3333333333333333,[183],1.0,0.25,0.4
P36163,"[203, 204, 207, 257]","[172, 203, 204, 207, 306]",0.6,0.75,0.6666666666666665,"[203, 204, 207, 212, 257, 261, 306]",0.5714285714285714,1.0,0.7272727272727273,"[204, 306]",0.5,0.25,0.3333333333333333
Q60314,"[8, 11, 15, 43]","[8, 11, 15, 43]",1.0,1.0,1.0,"[8, 11, 15, 43]",1.0,1.0,1.0,[],0.0,0.0,0.0
Q4U3Y2,[110],"[142, 245, 305]",0.0,0.0,0.0,[191],0.0,0.0,0.0,[],0.0,0.0,0.0
A3CTK0,"[117, 127, 146, 159, 166, 170]","[33, 100]",0.0,0.0,0.0,"[113, 117, 127]",0.6666666666666666,0.3333333333333333,0.4444444444444444,[127],1.0,0.16666666666666666,0.2857142857142857
Q5QHG6,"[259, 271, 303, 304, 332, 429, 430]","[259, 271, 303, 304, 332, 387, 429, 430]",0.875,1.0,0.9333333333333333,"[259, 261, 271, 303, 304, 332, 385, 387, 429, 430, 434]",0.6363636363636364,1.0,0.7777777777777778,[303],1.0,0.14285714285714285,0.25
Q54IP4,"[201, 298]","[15, 201, 298]",0.6666666666666666,1.0,0.8,"[296, 298, 337]",0.3333333333333333,0.5,0.4,[298],1.0,0.5,0.6666666666666666
Q57688,[41],[41],1.0,1.0,1.0,"[20, 310]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q9R5V5,[98],"[72, 98]",0.5,1.0,0.6666666666666666,"[7, 72, 92, 98]",0.25,1.0,0.4,[],0.0,0.0,0.0
Q04049,"[30, 155]","[30, 155]",1.0,1.0,1.0,"[272, 279]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q9I4U2,[265],"[265, 287, 337]",0.3333333333333333,1.0,0.5,"[266, 285]",0.0,0.0,0.0,[265],1.0,1.0,1.0
Q9S713,"[167, 279]","[167, 279]",1.0,1.0,1.0,"[167, 279, 281, 319]",0.5,1.0,0.6666666666666666,[279],1.0,0.5,0.6666666666666666
Q2UPC5,[237],[237],1.0,1.0,1.0,"[31, 120, 125, 237, 246]",0.2,1.0,0.33333333333333337,[],0.0,0.0,0.0
Q22036,"[83, 252, 290]","[83, 252]",1.0,0.6666666666666666,0.8,"[77, 83, 252, 290, 292]",0.6,1.0,0.7499999999999999,"[83, 252, 290]",1.0,1.0,1.0
O80831,"[289, 329, 337, 422, 530, 535, 618, 654]",[329],1.0,0.125,0.2222222222222222,"[422, 621]",0.5,0.125,0.2,[422],1.0,0.125,0.2222222222222222
Q8PU60,"[85, 88, 91, 95, 125, 128, 131, 135]","[85, 88, 91, 95, 125, 128, 131, 135]",1.0,1.0,1.0,[95],1.0,0.125,0.2222222222222222,[],0.0,0.0,0.0
P72173,"[36, 132, 185, 376]","[36, 67, 132, 185, 216, 256, 376]",0.5714285714285714,1.0,0.7272727272727273,"[132, 213, 215, 248, 256]",0.2,0.25,0.22222222222222224,[],0.0,0.0,0.0
Q93Z04,"[217, 241, 245, 297]","[217, 241, 245, 297]",1.0,1.0,1.0,"[219, 297]",0.5,0.25,0.3333333333333333,[],0.0,0.0,0.0
Q75SP7,"[40, 108, 140]","[40, 108, 140]",1.0,1.0,1.0,"[92, 108, 115, 140, 164, 166]",0.3333333333333333,0.6666666666666666,0.4444444444444444,"[40, 108, 140]",1.0,1.0,1.0
Q9XG80,"[48, 50, 53, 72, 73]",[69],0.0,0.0,0.0,"[48, 50, 72, 73, 87]",0.8,0.8,0.8000000000000002,[72],1.0,0.2,0.33333333333333337
B5GRC8,"[114, 119, 206, 252, 256, 260]","[114, 115, 119, 206, 252, 256, 260]",0.8571428571428571,1.0,0.923076923076923,"[111, 114, 118, 210, 211, 252, 334, 339, 341]",0.2222222222222222,0.3333333333333333,0.26666666666666666,[],0.0,0.0,0.0
Q9AAA6,"[115, 141]","[115, 141]",1.0,1.0,1.0,"[28, 116, 141]",0.3333333333333333,0.5,0.4,[],0.0,0.0,0.0
P71011,"[129, 133, 136, 408, 414, 417]","[129, 133, 136, 344, 362, 403, 408, 414, 417, 433]",0.6,1.0,0.7499999999999999,"[129, 133, 136, 344, 362]",0.6,0.5,0.5454545454545454,[],0.0,0.0,0.0
Q17426,[188],[188],1.0,1.0,1.0,[274],0.0,0.0,0.0,[188],1.0,1.0,1.0
F0X8C8,"[190, 209, 248, 275, 357]","[190, 209, 247, 357]",0.75,0.6,0.6666666666666665,"[190, 192, 209, 247, 248, 275, 357, 361]",0.625,1.0,0.7692307692307693,[247],0.0,0.0,0.0
P27035,"[286, 378]","[286, 378]",1.0,1.0,1.0,"[209, 285, 286, 351, 353, 378, 418]",0.2857142857142857,1.0,0.4444444444444445,"[286, 378]",1.0,1.0,1.0
P40601,"[34, 327, 330]","[34, 241, 330]",0.6666666666666666,0.6666666666666666,0.6666666666666666,"[34, 43, 124, 327, 330, 374]",0.5,1.0,0.6666666666666666,"[34, 330]",1.0,0.6666666666666666,0.8
I1BYM7,"[210, 233]","[210, 233]",1.0,1.0,1.0,"[189, 192, 211, 233, 269]",0.2,0.5,0.28571428571428575,"[210, 233]",1.0,1.0,1.0
P21637,"[338, 344, 377, 381]","[27, 338, 344, 377, 381]",0.8,1.0,0.888888888888889,"[148, 376, 377, 381]",0.5,0.5,0.5,[],0.0,0.0,0.0
P32586,[630],[630],1.0,1.0,1.0,"[535, 601, 629, 630, 636, 637]",0.16666666666666666,1.0,0.2857142857142857,[630],1.0,1.0,1.0
Q8MYY6,"[150, 186, 209, 210, 211, 312, 340, 343, 346]","[150, 186, 209, 210, 211, 312, 340, 343, 348]",0.8888888888888888,0.8888888888888888,0.8888888888888888,"[315, 340, 343]",0.6666666666666666,0.2222222222222222,0.3333333333333333,[],0.0,0.0,0.0
Q86TM3,"[244, 249, 311]",[376],0.0,0.0,0.0,"[68, 163, 266, 272, 307, 408, 553, 557]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q92111,[457],[457],1.0,1.0,1.0,"[322, 326, 330, 457]",0.25,1.0,0.4,[],0.0,0.0,0.0
Q8TZH9,"[68, 84, 86, 87, 171, 176, 195, 202]","[68, 69, 84, 86, 171, 202]",0.8333333333333334,0.625,0.7142857142857143,"[47, 84, 89]",0.3333333333333333,0.125,0.18181818181818182,[],0.0,0.0,0.0
Q55A00,"[136, 190, 194]","[136, 190]",1.0,0.6666666666666666,0.8,"[134, 136, 190, 194]",0.75,1.0,0.8571428571428571,[136],1.0,0.3333333333333333,0.5
Q8H215,"[18, 19, 48]",[48],1.0,0.3333333333333333,0.5,"[45, 48]",0.5,0.3333333333333333,0.4,[],0.0,0.0,0.0
Q02863,"[62, 407]","[62, 407]",1.0,1.0,1.0,"[62, 407]",1.0,1.0,1.0,"[62, 407]",1.0,1.0,1.0
O45797,"[531, 625]","[531, 625]",1.0,1.0,1.0,"[443, 625, 627, 630, 704, 867]",0.16666666666666666,0.5,0.25,[625],1.0,0.5,0.6666666666666666
Q9VUY0,"[232, 265, 266, 347, 425, 427, 500]","[265, 266, 347, 425, 427]",1.0,0.7142857142857143,0.8333333333333333,"[265, 266, 347, 425, 427, 500]",1.0,0.8571428571428571,0.923076923076923,[],0.0,0.0,0.0
P23382,"[266, 267, 270]","[196, 266, 267, 270, 276, 423, 482]",0.42857142857142855,1.0,0.6,"[267, 278, 423]",0.3333333333333333,0.3333333333333333,0.3333333333333333,[267],1.0,0.3333333333333333,0.5
B2AM55,"[301, 311, 399]",[399],1.0,0.3333333333333333,0.5,"[30, 136, 168, 399]",0.25,0.3333333333333333,0.28571428571428575,[399],1.0,0.3333333333333333,0.5
