Protein_ID,Actual_Sites,DualEvo_Predicted,DualEvo_Precision,DualEvo_Recall,DualEvo_F1,SCREEN_Predicted,SCREEN_Precision,SCREEN_Recall,SCREEN_F1,Squidly_Predicted,Squidly_Precision,Squidly_Recall,Squidly_F1
P43337,"[83, 87]","[83, 87]",1.0,1.0,1.0,[],0.0,0.0,0.0,[],0.0,0.0,0.0
Q9XTD6,"[164, 165, 168, 174]","[164, 165, 168, 174]",1.0,1.0,1.0,"[164, 165, 168, 174, 222]",0.8,1.0,0.888888888888889,[165],1.0,0.25,0.4
Q9VQN8,[253],[34],0.0,0.0,0.0,"[296, 349]",0.0,0.0,0.0,[],0.0,0.0,0.0
O32183,[2],[2],1.0,1.0,1.0,"[40, 57, 77]",0.0,0.0,0.0,[2],1.0,1.0,1.0
P75430,"[50, 55, 124, 125, 153, 154]",[154],1.0,0.1666666666666666,0.2857142857142857,[115],0.0,0.0,0.0,[],0.0,0.0,0.0
Q9LUS8,"[180, 181, 408, 471]","[180, 181, 408, 471]",1.0,1.0,1.0,"[180, 295, 354, 471]",0.5,0.5,0.5,[],0.0,0.0,0.0
Q04751,"[116, 185, 186, 228, 233]","[116, 183, 185, 186, 228, 233, 250]",0.7142857142857143,1.0,0.8333333333333333,"[165, 186, 187]",0.3333333333333333,0.2,0.25,[240],0.0,0.0,0.0
P53720,"[88, 117, 160, 188]","[88, 117, 160, 188]",1.0,1.0,1.0,"[11, 117, 160, 188]",0.75,0.75,0.75,[],0.0,0.0,0.0
P91828,"[165, 166, 169, 175]","[165, 166, 169, 175]",1.0,1.0,1.0,"[165, 166, 169, 175, 224]",0.8,1.0,0.888888888888889,[166],1.0,0.25,0.4
Q24488,"[442, 539]","[442, 539]",1.0,1.0,1.0,"[539, 543, 558]",0.3333333333333333,0.5,0.4,[539],1.0,0.5,0.6666666666666666
P30043,"[35, 132, 153, 154]",[128],0.0,0.0,0.0,[200],0.0,0.0,0.0,[],0.0,0.0,0.0
B1L6M8,"[90, 125, 278, 280, 283]","[280, 283]",1.0,0.4,0.5714285714285715,"[125, 248, 249, 250, 278, 283]",0.5,0.6,0.5454545454545454,[90],1.0,0.2,0.3333333333333333
Q99558,"[429, 515]","[429, 515]",1.0,1.0,1.0,"[515, 517]",0.5,0.5,0.5,[515],1.0,0.5,0.6666666666666666
C1F1C7,"[172, 267]","[12, 172, 267]",0.6666666666666666,1.0,0.8,"[24, 172, 265, 267]",0.5,1.0,0.6666666666666666,[],0.0,0.0,0.0
O42773,"[120, 122, 148, 180, 181, 229, 311]","[120, 122, 148, 180, 181, 229, 311, 430]",0.875,1.0,0.9333333333333332,"[120, 122, 148, 151, 152, 180, 181, 229, 284, 311]",0.7,1.0,0.8235294117647058,[181],1.0,0.1428571428571428,0.25
O94702,"[161, 173, 207, 208, 234, 306, 307]","[161, 173, 207, 208, 234, 282, 296, 306, 307]",0.7777777777777778,1.0,0.8750000000000001,"[161, 163, 173, 207, 208, 282, 307, 311]",0.625,0.7142857142857143,0.6666666666666666,[],0.0,0.0,0.0
Q3S8P9,"[32, 92, 155, 186, 227, 341]","[32, 117, 155, 186, 227, 341]",0.8333333333333334,0.8333333333333334,0.8333333333333334,"[117, 155, 183, 219]",0.25,0.1666666666666666,0.2,[],0.0,0.0,0.0
Q28CZ9,"[89, 112]","[89, 112, 290, 353, 402, 471, 503]",0.2857142857142857,1.0,0.4444444444444445,"[89, 495]",0.5,0.5,0.5,[],0.0,0.0,0.0
B7XHR6,"[96, 188]","[96, 188]",1.0,1.0,1.0,"[8, 188, 190, 193, 225]",0.2,0.5,0.2857142857142857,[188],1.0,0.5,0.6666666666666666
Q9C533,[193],"[193, 208]",0.5,1.0,0.6666666666666666,"[345, 512]",0.0,0.0,0.0,[193],1.0,1.0,1.0
Q12303,"[81, 288]","[81, 288]",1.0,1.0,1.0,"[81, 84, 129, 212, 288, 292]",0.3333333333333333,1.0,0.5,"[81, 288]",1.0,1.0,1.0
P54511,"[150, 165]","[85, 150, 165]",0.6666666666666666,1.0,0.8,"[150, 165]",1.0,1.0,1.0,[],0.0,0.0,0.0
Q0V147,"[240, 251, 375, 416]","[223, 240, 251, 336, 343, 375, 416]",0.5714285714285714,1.0,0.7272727272727273,"[223, 240, 251, 332, 336, 343, 375, 414, 416]",0.4444444444444444,1.0,0.6153846153846153,[],0.0,0.0,0.0
Q23544,"[274, 404, 448]","[274, 404, 408, 448]",0.75,1.0,0.8571428571428571,"[270, 404, 412, 415]",0.25,0.3333333333333333,0.2857142857142857,[404],1.0,0.3333333333333333,0.5
P55356,"[101, 242, 244, 246]","[101, 102, 242, 244, 246]",0.8,1.0,0.888888888888889,"[52, 101, 102, 111, 244, 246, 323, 438]",0.375,0.75,0.5,[101],1.0,0.25,0.4
Q9FK51,"[63, 66, 94, 133, 173, 184, 186, 188, 216, 219, 255, 310, 321]","[63, 66, 133, 184, 186]",1.0,0.3846153846153846,0.5555555555555556,"[63, 66, 133, 173, 180, 181, 184, 186, 188]",0.7777777777777778,0.5384615384615384,0.6363636363636364,[],0.0,0.0,0.0
Q54528,"[102, 248, 276]","[32, 102, 219, 248, 276]",0.6,1.0,0.7499999999999999,"[32, 61, 102, 103, 219, 248, 276]",0.4285714285714285,1.0,0.6,"[102, 248, 276]",1.0,1.0,1.0
O14156,"[92, 308, 347]","[92, 93, 308, 347]",0.75,1.0,0.8571428571428571,"[92, 94, 275, 307, 308, 347]",0.5,1.0,0.6666666666666666,[],0.0,0.0,0.0
P22216,"[227, 319]","[227, 319]",1.0,1.0,1.0,"[319, 321, 358, 361]",0.25,0.5,0.3333333333333333,[319],1.0,0.5,0.6666666666666666
P04635,"[369, 535, 559, 599, 600, 602, 607, 610]","[369, 559, 600]",1.0,0.375,0.5454545454545454,"[369, 370, 559, 600, 606]",0.6,0.375,0.4615384615384615,"[369, 559, 600]",1.0,0.375,0.5454545454545454
P39840,"[177, 230, 283]","[74, 101, 177, 230, 283]",0.6,1.0,0.7499999999999999,"[101, 177, 283]",0.6666666666666666,0.6666666666666666,0.6666666666666666,"[177, 283]",1.0,0.6666666666666666,0.8
Q9HKT1,"[72, 85, 137, 138, 145, 149, 163]",[145],1.0,0.1428571428571428,0.25,[145],1.0,0.1428571428571428,0.25,[],0.0,0.0,0.0
Q9XB60,[131],"[131, 229, 248]",0.3333333333333333,1.0,0.5,"[62, 131, 138, 229]",0.25,1.0,0.4,[131],1.0,1.0,1.0
C4LK80,"[314, 439, 488, 684]","[488, 513, 516, 597]",0.25,0.25,0.25,"[340, 439, 484, 488, 513, 516, 567]",0.2857142857142857,0.5,0.3636363636363636,[567],0.0,0.0,0.0
A2PU44,[130],[526],0.0,0.0,0.0,[130],1.0,1.0,1.0,[130],1.0,1.0,1.0
Q9ZQ31,"[157, 256]","[157, 256]",1.0,1.0,1.0,"[157, 179, 256, 258]",0.5,1.0,0.6666666666666666,[256],1.0,0.5,0.6666666666666666
Q4PHZ2,[319],"[319, 379, 427]",0.3333333333333333,1.0,0.5,"[318, 319, 320, 427]",0.25,1.0,0.4,"[319, 379, 427]",0.3333333333333333,1.0,0.5
Q8L493,"[128, 222, 255]",[],0.0,0.0,0.0,"[222, 255]",1.0,0.6666666666666666,0.8,[],0.0,0.0,0.0
Q4PSE8,"[69, 70, 231, 270]","[69, 70, 231, 270]",1.0,1.0,1.0,"[69, 71, 144, 230, 231, 270]",0.5,0.75,0.6,[],0.0,0.0,0.0
Q4WD45,"[394, 431, 433]","[235, 271, 316, 392, 394, 431, 435]",0.2857142857142857,0.6666666666666666,0.4,"[316, 318, 336, 339, 392, 394, 396, 431, 435]",0.2222222222222222,0.6666666666666666,0.3333333333333333,[],0.0,0.0,0.0
Q9FM79,"[164, 198, 220, 221, 242, 298, 300]","[164, 198, 220, 221, 242, 298, 300]",1.0,1.0,1.0,"[198, 220, 221, 242]",1.0,0.5714285714285714,0.7272727272727273,"[221, 242]",1.0,0.2857142857142857,0.4444444444444445
O34705,"[88, 206, 236]","[88, 206, 236]",1.0,1.0,1.0,"[88, 206, 236]",1.0,1.0,1.0,"[88, 206, 236]",1.0,1.0,1.0
O25503,"[29, 83, 155]","[29, 59, 83, 101, 146]",0.4,0.6666666666666666,0.5,[],0.0,0.0,0.0,"[2, 155]",0.5,0.3333333333333333,0.4
Q0P9D4,"[351, 355, 397, 409, 433, 441, 458, 523, 526]",[409],1.0,0.1111111111111111,0.1999999999999999,"[16, 125, 255, 409, 527]",0.2,0.1111111111111111,0.1428571428571428,[397],1.0,0.1111111111111111,0.1999999999999999
Q869L4,"[46, 138]","[46, 138]",1.0,1.0,1.0,"[138, 140]",0.5,0.5,0.5,[138],1.0,0.5,0.6666666666666666
P42790,"[295, 299, 502, 543, 544, 559, 561, 563]","[295, 299, 385, 502]",0.75,0.375,0.5,"[295, 299, 385, 502]",0.75,0.375,0.5,[502],1.0,0.125,0.2222222222222222
Q06522,[109],"[109, 255, 289]",0.3333333333333333,1.0,0.5,"[38, 109, 110, 289]",0.25,1.0,0.4,[289],0.0,0.0,0.0
L0E155,"[48, 70, 79, 82, 108, 144, 168, 399, 412, 494, 597, 600, 613, 616]","[144, 399]",1.0,0.1428571428571428,0.25,[487],0.0,0.0,0.0,[],0.0,0.0,0.0
Q98KK0,"[201, 203, 344]","[201, 203, 344]",1.0,1.0,1.0,"[201, 203, 260, 344, 361]",0.6,1.0,0.7499999999999999,[],0.0,0.0,0.0
P0CD62,"[729, 825]","[729, 825]",1.0,1.0,1.0,[825],1.0,0.5,0.6666666666666666,[825],1.0,0.5,0.6666666666666666
Q9ZI86,"[269, 330, 382]","[269, 330, 382]",1.0,1.0,1.0,"[269, 316, 330, 382, 436]",0.6,1.0,0.7499999999999999,"[269, 330, 382]",1.0,1.0,1.0
S0DQ98,[227],[227],1.0,1.0,1.0,[65],0.0,0.0,0.0,[],0.0,0.0,0.0
O54571,"[75, 80, 142]","[98, 142, 168]",0.3333333333333333,0.3333333333333333,0.3333333333333333,"[54, 89, 142]",0.3333333333333333,0.3333333333333333,0.3333333333333333,[],0.0,0.0,0.0
C0SPA0,"[406, 435, 525]","[219, 404, 406, 435, 525]",0.6,1.0,0.7499999999999999,"[221, 435, 437, 525]",0.5,0.6666666666666666,0.5714285714285715,"[406, 435]",1.0,0.6666666666666666,0.8
Q7UK67,"[124, 149]","[124, 149]",1.0,1.0,1.0,"[95, 124, 149, 198]",0.5,1.0,0.6666666666666666,"[124, 149]",1.0,1.0,1.0
Q54Y55,"[51, 147]","[51, 147]",1.0,1.0,1.0,"[147, 421]",0.5,0.5,0.5,[147],1.0,0.5,0.6666666666666666
Q1ZXC8,"[47, 137]","[47, 137]",1.0,1.0,1.0,"[137, 139, 177, 287]",0.25,0.5,0.3333333333333333,[137],1.0,0.5,0.6666666666666666
P0CU70,[472],[472],1.0,1.0,1.0,"[321, 472, 481]",0.3333333333333333,1.0,0.5,[],0.0,0.0,0.0
P25472,"[159, 264]","[159, 264]",1.0,1.0,1.0,"[74, 220, 264, 450]",0.25,0.5,0.3333333333333333,"[159, 264]",1.0,1.0,1.0
Q9FI61,[88],[88],1.0,1.0,1.0,[88],1.0,1.0,1.0,[88],1.0,1.0,1.0
P06279,"[139, 196, 218, 220, 231, 237, 238, 239, 268, 272, 298, 337, 339, 365, 440, 441, 464]","[268, 298, 365]",1.0,0.1764705882352941,0.3,"[266, 268, 298, 364, 365]",0.6,0.1764705882352941,0.2727272727272727,"[268, 298]",1.0,0.1176470588235294,0.2105263157894736
O16977,"[291, 292, 295, 301]","[291, 292, 295, 301]",1.0,1.0,1.0,"[291, 292, 295, 301, 305, 349]",0.6666666666666666,1.0,0.8,[292],1.0,0.25,0.4
C0QRQ2,"[150, 273]","[148, 150, 246]",0.3333333333333333,0.5,0.4,[273],1.0,0.5,0.6666666666666666,[],0.0,0.0,0.0
Q3E989,"[302, 324, 325, 346, 415, 417]","[324, 325, 346, 417]",1.0,0.6666666666666666,0.8,"[302, 324, 325, 346]",1.0,0.6666666666666666,0.8,"[325, 346]",1.0,0.3333333333333333,0.5
C0LGK4,"[555, 657]",[555],1.0,0.5,0.6666666666666666,[],0.0,0.0,0.0,[657],1.0,0.5,0.6666666666666666
Q74CU0,"[500, 502, 579, 632, 661]","[11, 13, 72, 98, 99, 500, 502]",0.2857142857142857,0.4,0.3333333333333333,"[11, 13, 97, 99, 149, 340, 402, 443, 619]",0.0,0.0,0.0,[7],0.0,0.0,0.0
Q1ECV4,"[390, 392]","[390, 392]",1.0,1.0,1.0,"[158, 343, 392, 416, 512, 527]",0.1666666666666666,0.5,0.25,[],0.0,0.0,0.0
Q9S850,"[98, 202, 207]","[98, 202, 207]",1.0,1.0,1.0,"[98, 202, 241]",0.6666666666666666,0.6666666666666666,0.6666666666666666,[],0.0,0.0,0.0
Q796K8,[415],"[18, 415]",0.5,1.0,0.6666666666666666,"[182, 415, 418, 469, 631]",0.2,1.0,0.3333333333333333,[],0.0,0.0,0.0
Q54TH6,"[361, 454]","[361, 454]",1.0,1.0,1.0,"[361, 454, 456]",0.6666666666666666,1.0,0.8,[454],1.0,0.5,0.6666666666666666
Q20085,"[135, 224, 229, 242]","[135, 224]",1.0,0.5,0.6666666666666666,"[135, 224, 226]",0.6666666666666666,0.5,0.5714285714285715,[224],1.0,0.25,0.4
Q06584,"[656, 681, 685]","[188, 656, 657, 681, 685]",0.6,1.0,0.7499999999999999,"[657, 685]",0.5,0.3333333333333333,0.4,[657],0.0,0.0,0.0
Q9RV39,"[33, 35, 96, 177]","[35, 138, 223, 230, 256, 257, 278, 310, 342]",0.1111111111111111,0.25,0.1538461538461538,"[23, 35, 67, 256, 257, 260, 310]",0.1428571428571428,0.25,0.1818181818181818,[],0.0,0.0,0.0
P28321,"[123, 251, 281]","[123, 251, 281]",1.0,1.0,1.0,"[123, 251, 281]",1.0,1.0,1.0,"[123, 251, 281]",1.0,1.0,1.0
Q8NB12,"[52, 55, 65, 68, 74, 78, 86, 90, 135, 208, 274, 276, 279]","[52, 55, 65, 68, 74, 78, 86, 90, 208, 274, 276, 279]",1.0,0.9230769230769232,0.96,"[68, 252]",0.5,0.0769230769230769,0.1333333333333333,[],0.0,0.0,0.0
P53314,"[39, 41, 150, 152, 155]","[39, 41, 150, 152, 155]",1.0,1.0,1.0,"[39, 150, 152, 155]",1.0,0.8,0.888888888888889,"[39, 150]",1.0,0.4,0.5714285714285715
Q03161,"[57, 81, 86, 159, 203, 264]","[57, 81, 82, 86, 159, 203, 264]",0.8571428571428571,1.0,0.923076923076923,"[82, 159, 264]",0.6666666666666666,0.3333333333333333,0.4444444444444444,"[159, 264]",1.0,0.3333333333333333,0.5
P47473,"[159, 176, 183, 204, 213, 384, 386, 388, 413, 694, 695, 716, 719]","[159, 176, 183, 204, 213, 363, 384, 386, 388, 413, 694, 695]",0.9166666666666666,0.8461538461538461,0.8799999999999999,"[176, 384, 388, 413, 595, 694]",0.8333333333333334,0.3846153846153846,0.5263157894736842,[386],1.0,0.0769230769230769,0.1428571428571428
Q7MUW6,"[603, 678, 710]","[603, 678, 710]",1.0,1.0,1.0,"[305, 603, 604, 639, 678, 710]",0.5,1.0,0.6666666666666666,"[603, 678, 710]",1.0,1.0,1.0
Q6QWR1,"[454, 456, 553, 596]",[553],1.0,0.25,0.4,"[553, 596]",1.0,0.5,0.6666666666666666,"[553, 596]",1.0,0.5,0.6666666666666666
A2BJB7,"[50, 89, 99, 110]","[50, 99]",1.0,0.5,0.6666666666666666,[],0.0,0.0,0.0,[50],1.0,0.25,0.4
Q04458,"[236, 273]","[139, 236, 273]",0.6666666666666666,1.0,0.8,"[139, 236, 273, 438]",0.5,1.0,0.6666666666666666,"[236, 273]",1.0,1.0,1.0
Q58DB6,"[273, 275, 501]","[273, 275, 501]",1.0,1.0,1.0,"[275, 479]",0.5,0.3333333333333333,0.4,"[273, 275]",1.0,0.6666666666666666,0.8
Q5NAI7,"[38, 46, 476]","[38, 46, 241, 476]",0.75,1.0,0.8571428571428571,"[317, 484]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q9Y899,"[47, 141]","[47, 141]",1.0,1.0,1.0,"[141, 143, 162, 183, 186]",0.2,0.5,0.2857142857142857,[141],1.0,0.5,0.6666666666666666
Q11010,"[130, 298, 299, 302, 321, 386]","[130, 298, 299, 302, 321]",1.0,0.8333333333333334,0.9090909090909092,"[187, 267, 268, 298, 299, 302, 321, 386]",0.625,0.8333333333333334,0.7142857142857143,[299],1.0,0.1666666666666666,0.2857142857142857
Q58826,"[59, 63, 66]","[59, 63, 66, 209]",0.75,1.0,0.8571428571428571,"[59, 63, 66, 101, 310]",0.6,1.0,0.7499999999999999,[],0.0,0.0,0.0
Q9NGP6,"[12, 121, 122, 148, 151, 266]","[121, 122, 151, 266]",1.0,0.6666666666666666,0.8,"[12, 78, 148, 149, 151, 326, 359]",0.4285714285714285,0.5,0.4615384615384615,[151],1.0,0.1666666666666666,0.2857142857142857
