Protein_ID,Actual_Sites,DualEvo_Predicted,DualEvo_Precision,DualEvo_Recall,DualEvo_F1,SCREEN_Predicted,SCREEN_Precision,SCREEN_Recall,SCREEN_F1,Squidly_Predicted,Squidly_Precision,Squidly_Recall,Squidly_F1
P35484,"[51, 115, 203, 237, 304, 312]","[42, 47, 51, 237, 313]",0.4,0.3333333333333333,0.3636363636363636,"[42, 47, 50, 51]",0.25,0.1666666666666666,0.2,[],0.0,0.0,0.0
E7FHN9,"[229, 232, 235, 239, 306, 309, 312, 316]","[92, 135, 229, 232, 235, 239, 242, 244, 266, 294, 306, 309, 312, 316]",0.5714285714285714,1.0,0.7272727272727273,"[92, 291, 295]",0.0,0.0,0.0,[],0.0,0.0,0.0
O16129,"[164, 285, 310]","[164, 285]",1.0,0.6666666666666666,0.8,"[69, 172, 274, 285, 453]",0.2,0.3333333333333333,0.25,[],0.0,0.0,0.0
Q04195,"[377, 379, 400, 403]","[377, 379, 400, 403]",1.0,1.0,1.0,[379],1.0,0.25,0.4,[],0.0,0.0,0.0
Q8EN08,"[71, 101, 135]",[101],1.0,0.3333333333333333,0.5,[71],1.0,0.3333333333333333,0.5,[71],1.0,0.3333333333333333,0.5
P86074,"[7, 23]",[],0.0,0.0,0.0,[],0.0,0.0,0.0,[],0.0,0.0,0.0
K2RU68,[77],[77],1.0,1.0,1.0,"[39, 40, 41, 77, 81]",0.2,1.0,0.3333333333333333,[],0.0,0.0,0.0
P11018,"[50, 87, 246]","[50, 87, 246]",1.0,1.0,1.0,"[50, 51, 87, 179, 246]",0.6,1.0,0.7499999999999999,"[50, 87, 246]",1.0,1.0,1.0
Q72E85,"[20, 23, 26, 30, 75, 78, 83, 87, 108, 111, 114, 118, 155, 158, 188, 192]","[20, 23, 26, 30, 75, 78, 83, 87, 108, 111, 114, 118, 158, 188, 192]",1.0,0.9375,0.967741935483871,[87],1.0,0.0625,0.1176470588235294,[],0.0,0.0,0.0
Q6DNF3,"[105, 439, 483]","[105, 483]",1.0,0.6666666666666666,0.8,"[6, 105]",0.5,0.3333333333333333,0.4,[],0.0,0.0,0.0
Q21376,"[43, 44, 79, 308, 309]","[43, 44, 79, 217, 308]",0.8,0.8,0.8000000000000002,"[43, 44, 83, 134, 217, 309, 322]",0.4285714285714285,0.6,0.5,[79],1.0,0.2,0.3333333333333333
Q5BD29,"[392, 488]","[392, 488]",1.0,1.0,1.0,"[488, 546]",0.5,0.5,0.5,"[392, 488]",1.0,1.0,1.0
Q9X1G3,"[254, 298, 300]",[331],0.0,0.0,0.0,"[37, 136, 192, 230, 254, 258, 298, 331]",0.25,0.6666666666666666,0.3636363636363636,[],0.0,0.0,0.0
Q6DRD3,"[71, 100, 102, 105, 189, 191, 257]","[189, 191]",1.0,0.2857142857142857,0.4444444444444445,[],0.0,0.0,0.0,[],0.0,0.0,0.0
P76190,"[169, 224, 236]","[169, 224]",1.0,0.6666666666666666,0.8,"[169, 170, 224]",0.6666666666666666,0.6666666666666666,0.6666666666666666,"[169, 224]",1.0,0.6666666666666666,0.8
B0TFA7,"[34, 102, 126, 200]","[102, 200]",1.0,0.5,0.6666666666666666,"[14, 37, 50, 154]",0.0,0.0,0.0,[200],1.0,0.25,0.4
A0A3G5BB24,[83],[],0.0,0.0,0.0,"[69, 83]",0.5,1.0,0.6666666666666666,[],0.0,0.0,0.0
P36163,"[203, 204, 207, 257]","[172, 203, 204, 207, 306]",0.6,0.75,0.6666666666666665,"[203, 204, 207, 212, 257, 261, 306]",0.5714285714285714,1.0,0.7272727272727273,"[204, 306]",0.5,0.25,0.3333333333333333
Q60314,"[8, 11, 15, 43]","[8, 11, 15, 43]",1.0,1.0,1.0,"[8, 11, 15, 43]",1.0,1.0,1.0,[],0.0,0.0,0.0
A3CTK0,"[117, 127, 146, 159, 166, 170]","[33, 100]",0.0,0.0,0.0,"[113, 117, 127]",0.6666666666666666,0.3333333333333333,0.4444444444444444,[127],1.0,0.1666666666666666,0.2857142857142857
Q9R5V5,[98],"[72, 98]",0.5,1.0,0.6666666666666666,"[7, 72, 92, 98]",0.25,1.0,0.4,[],0.0,0.0,0.0
Q04049,"[30, 155]","[30, 155]",1.0,1.0,1.0,"[272, 279]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q2UPC5,[237],[237],1.0,1.0,1.0,"[31, 120, 125, 237, 246]",0.2,1.0,0.3333333333333333,[],0.0,0.0,0.0
Q22036,"[83, 252, 290]","[83, 252]",1.0,0.6666666666666666,0.8,"[77, 83, 252, 290, 292]",0.6,1.0,0.7499999999999999,"[83, 252, 290]",1.0,1.0,1.0
O80831,"[289, 329, 337, 422, 530, 535, 618, 654]",[329],1.0,0.125,0.2222222222222222,"[422, 621]",0.5,0.125,0.2,[422],1.0,0.125,0.2222222222222222
Q8PU60,"[85, 88, 91, 95, 125, 128, 131, 135]","[85, 88, 91, 95, 125, 128, 131, 135]",1.0,1.0,1.0,[95],1.0,0.125,0.2222222222222222,[],0.0,0.0,0.0
Q9XG80,"[48, 50, 53, 72, 73]",[69],0.0,0.0,0.0,"[48, 50, 72, 73, 87]",0.8,0.8,0.8000000000000002,[72],1.0,0.2,0.3333333333333333
F0X8C8,"[190, 209, 248, 275, 357]","[190, 209, 247, 357]",0.75,0.6,0.6666666666666665,"[190, 192, 209, 247, 248, 275, 357, 361]",0.625,1.0,0.7692307692307693,[247],0.0,0.0,0.0
P21637,"[338, 344, 377, 381]","[27, 338, 344, 377, 381]",0.8,1.0,0.888888888888889,"[148, 376, 377, 381]",0.5,0.5,0.5,[],0.0,0.0,0.0
Q86TM3,"[244, 249, 311]",[376],0.0,0.0,0.0,"[68, 163, 266, 272, 307, 408, 553, 557]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q8H215,"[18, 19, 48]",[48],1.0,0.3333333333333333,0.5,"[45, 48]",0.5,0.3333333333333333,0.4,[],0.0,0.0,0.0
Q9VUY0,"[232, 265, 266, 347, 425, 427, 500]","[265, 266, 347, 425, 427]",1.0,0.7142857142857143,0.8333333333333333,"[265, 266, 347, 425, 427, 500]",1.0,0.8571428571428571,0.923076923076923,[],0.0,0.0,0.0
P23382,"[266, 267, 270]","[196, 266, 267, 270, 276, 423, 482]",0.4285714285714285,1.0,0.6,"[267, 278, 423]",0.3333333333333333,0.3333333333333333,0.3333333333333333,[267],1.0,0.3333333333333333,0.5
Q0WSX8,[83],[],0.0,0.0,0.0,"[18, 83]",0.5,1.0,0.6666666666666666,[83],1.0,1.0,1.0
Q84BQ9,"[107, 128, 149, 175, 191]","[107, 149]",1.0,0.4,0.5714285714285715,"[149, 191]",1.0,0.4,0.5714285714285715,[],0.0,0.0,0.0
Q5VZV1,"[92, 141, 172, 193]","[141, 193]",1.0,0.5,0.6666666666666666,"[120, 226]",0.0,0.0,0.0,[],0.0,0.0,0.0
B6PLN3,[48],"[48, 72]",0.5,1.0,0.6666666666666666,"[24, 48]",0.5,1.0,0.6666666666666666,[],0.0,0.0,0.0
F4JNL3,"[157, 294, 314]","[157, 294, 314]",1.0,1.0,1.0,"[151, 154, 157, 294, 314]",0.6,1.0,0.7499999999999999,"[157, 294, 314]",1.0,1.0,1.0
P41734,"[12, 53, 83, 187, 190]","[12, 187, 190]",1.0,0.6,0.7499999999999999,"[12, 83, 84, 187, 190]",0.8,0.8,0.8000000000000002,"[12, 187, 190]",1.0,0.6,0.7499999999999999
P96630,"[75, 76, 79]","[75, 76, 79, 103]",0.75,1.0,0.8571428571428571,"[72, 76, 103]",0.3333333333333333,0.3333333333333333,0.3333333333333333,[76],1.0,0.3333333333333333,0.5
Q7M0R2,"[133, 156, 198, 207]","[156, 198]",1.0,0.5,0.6666666666666666,[199],0.0,0.0,0.0,[],0.0,0.0,0.0
O28242,"[57, 121, 190, 226]",[121],1.0,0.25,0.4,"[57, 121]",1.0,0.5,0.6666666666666666,"[121, 190]",1.0,0.5,0.6666666666666666
P21514,"[127, 141, 200, 232, 262, 286, 341]","[141, 232, 262, 263, 283, 319, 339]",0.4285714285714285,0.4285714285714285,0.4285714285714285,"[51, 283]",0.0,0.0,0.0,[319],0.0,0.0,0.0
Q9I5W4,"[696, 697, 700]","[696, 697, 700, 716]",0.75,1.0,0.8571428571428571,"[697, 716]",0.5,0.3333333333333333,0.4,[697],1.0,0.3333333333333333,0.5
P77791,"[83, 113, 140, 158, 178, 181]",[113],1.0,0.1666666666666666,0.2857142857142857,"[69, 70, 113, 125]",0.25,0.1666666666666666,0.2,[],0.0,0.0,0.0
Q9LIG0,"[120, 122, 313]","[120, 122, 313]",1.0,1.0,1.0,"[122, 177, 179, 313]",0.5,0.6666666666666666,0.5714285714285715,[],0.0,0.0,0.0
Q55CS8,[639],[639],1.0,1.0,1.0,"[609, 639, 645, 646]",0.25,1.0,0.4,[639],1.0,1.0,1.0
O93939,"[218, 341]","[218, 300, 341]",0.6666666666666666,1.0,0.8,"[50, 117, 217, 302, 341]",0.2,0.5,0.2857142857142857,[],0.0,0.0,0.0
E7EZI4,[159],[159],1.0,1.0,1.0,[],0.0,0.0,0.0,[159],1.0,1.0,1.0
Q8VIV2,[2],[2],1.0,1.0,1.0,"[2, 113]",0.5,1.0,0.6666666666666666,[2],1.0,1.0,1.0
P15109,[130],[],0.0,0.0,0.0,[122],0.0,0.0,0.0,[],0.0,0.0,0.0
C7EXL6,[301],"[301, 355, 431]",0.3333333333333333,1.0,0.5,"[198, 247, 248, 296, 301, 355, 435]",0.1428571428571428,1.0,0.25,[301],1.0,1.0,1.0
A0A2P1BT06,[267],"[138, 139, 267, 364, 534, 700]",0.1666666666666666,1.0,0.2857142857142857,"[534, 543, 685]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q54ME1,"[262, 397, 415]","[262, 397, 415]",1.0,1.0,1.0,"[37, 128, 256, 262, 397]",0.4,0.6666666666666666,0.5,"[262, 397, 415]",1.0,1.0,1.0
Q54QG0,"[53, 226, 509, 654]","[108, 110]",0.0,0.0,0.0,"[111, 199, 226, 679]",0.25,0.25,0.25,[226],1.0,0.25,0.4
Q9C5S1,[235],[],0.0,0.0,0.0,[235],1.0,1.0,1.0,[235],1.0,1.0,1.0
P30269,"[243, 284, 293, 323, 327, 375, 447]","[243, 293, 323, 375, 447]",1.0,0.7142857142857143,0.8333333333333333,"[244, 321, 323, 375, 446, 447]",0.5,0.4285714285714285,0.4615384615384615,[323],1.0,0.1428571428571428,0.25
P95481,"[313, 321, 332]","[313, 332]",1.0,0.6666666666666666,0.8,"[137, 261, 310, 313]",0.25,0.3333333333333333,0.2857142857142857,[],0.0,0.0,0.0
Q8THG6,"[15, 19, 22]",[22],1.0,0.3333333333333333,0.5,"[6, 15, 19, 45, 88]",0.4,0.6666666666666666,0.5,[],0.0,0.0,0.0
P21182,"[29, 32, 88, 102, 287, 301]",[],0.0,0.0,0.0,"[102, 287, 301]",1.0,0.5,0.6666666666666666,[],0.0,0.0,0.0
O77081,"[100, 159, 184, 192, 196, 239, 284, 299]",[184],1.0,0.125,0.2222222222222222,"[79, 159, 192, 196]",0.75,0.375,0.5,"[79, 100, 192]",0.6666666666666666,0.25,0.3636363636363636
P0A7A5,[59],"[59, 104]",0.5,1.0,0.6666666666666666,"[32, 59]",0.5,1.0,0.6666666666666666,[],0.0,0.0,0.0
P12546,"[68, 126, 218]","[68, 126, 218]",1.0,1.0,1.0,"[29, 68, 126, 216, 218, 236, 249]",0.4285714285714285,1.0,0.6,"[68, 126, 218]",1.0,1.0,1.0
A8BQJ3,"[336, 404, 407, 649, 720, 723]","[340, 407, 653, 723]",0.5,0.3333333333333333,0.4,"[284, 336, 340, 400, 404, 407, 438, 649, 653, 716, 723]",0.4545454545454545,0.8333333333333334,0.5882352941176471,"[340, 407, 653, 723]",0.5,0.3333333333333333,0.4
P33180,"[38, 53, 64, 224, 228, 256]","[38, 42, 53, 224, 228, 256]",0.8333333333333334,0.8333333333333334,0.8333333333333334,"[44, 52, 224, 228, 255, 260, 320]",0.2857142857142857,0.3333333333333333,0.3076923076923076,[],0.0,0.0,0.0
O02002,"[154, 196]","[154, 196]",1.0,1.0,1.0,"[154, 186, 196]",0.6666666666666666,1.0,0.8,"[154, 196]",1.0,1.0,1.0
P38838,"[115, 116, 119, 125]","[115, 116, 119, 125]",1.0,1.0,1.0,"[116, 125]",1.0,0.5,0.6666666666666666,[116],1.0,0.25,0.4
D3DFS4,[93],[],0.0,0.0,0.0,"[93, 219, 261, 263]",0.25,1.0,0.4,[93],1.0,1.0,1.0
Q7Z9M7,"[20, 108, 195]","[20, 184, 193]",0.3333333333333333,0.3333333333333333,0.3333333333333333,"[20, 108, 184]",0.6666666666666666,0.6666666666666666,0.6666666666666666,[],0.0,0.0,0.0
Q86KK2,"[28, 84, 97, 99]",[97],1.0,0.25,0.4,"[84, 95, 97, 99]",0.75,0.75,0.75,[],0.0,0.0,0.0
O26901,[26],[367],0.0,0.0,0.0,"[51, 364, 367]",0.0,0.0,0.0,[],0.0,0.0,0.0
A0A166YZU9,[353],[353],1.0,1.0,1.0,"[197, 267, 353]",0.3333333333333333,1.0,0.5,[],0.0,0.0,0.0
Q9VHV1,"[21, 26, 58, 113, 114]","[21, 23, 113, 114]",0.75,0.6,0.6666666666666665,"[195, 202]",0.0,0.0,0.0,[114],1.0,0.2,0.3333333333333333
Q9Y7L4,"[86, 386, 389, 395]","[86, 209, 386, 389, 395]",0.8,1.0,0.888888888888889,"[112, 209]",0.0,0.0,0.0,[176],0.0,0.0,0.0
P9WLL7,[67],[117],0.0,0.0,0.0,"[61, 64, 117]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q9JJN0,"[13, 14, 61, 115, 116, 616, 619, 631, 635]","[13, 115]",1.0,0.2222222222222222,0.3636363636363636,[223],0.0,0.0,0.0,[116],1.0,0.1111111111111111,0.1999999999999999
Q9SJA1,"[64, 67, 75, 78, 84, 88, 97, 101, 183, 439]","[97, 183, 439]",1.0,0.3,0.4615384615384615,"[178, 183, 439]",0.6666666666666666,0.2,0.3076923076923076,"[183, 439]",1.0,0.2,0.3333333333333333
Q57749,"[116, 186, 228, 265]","[80, 82, 84, 85, 208, 210, 237, 265, 266]",0.1111111111111111,0.25,0.1538461538461538,"[80, 82, 84, 85, 208, 210, 237, 265, 266]",0.1111111111111111,0.25,0.1538461538461538,[84],0.0,0.0,0.0
P34205,[333],[],0.0,0.0,0.0,"[116, 378, 382, 451, 455]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q9Z175,"[608, 610, 612]","[72, 137, 139, 399, 608, 610, 612]",0.4285714285714285,1.0,0.6,[612],1.0,0.3333333333333333,0.5,[],0.0,0.0,0.0
Q54CD6,[233],[373],0.0,0.0,0.0,"[178, 256, 553, 557, 560]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q7XQZ6,"[40, 127, 166, 196, 234, 237, 312, 322, 325, 341, 363, 402, 406, 410, 414]","[40, 322, 363]",1.0,0.2,0.3333333333333333,"[40, 164]",0.5,0.0666666666666666,0.1176470588235294,[],0.0,0.0,0.0
Q503I8,"[236, 239, 268, 271, 294, 321, 338]","[236, 239, 268, 271, 294, 296, 321]",0.8571428571428571,0.8571428571428571,0.8571428571428571,"[294, 321, 338]",1.0,0.4285714285714285,0.6,"[294, 321, 338]",1.0,0.4285714285714285,0.6
J3K844,"[50, 70, 72, 118]","[50, 70, 84, 118]",0.75,0.75,0.75,"[50, 72, 84, 120, 238]",0.4,0.5,0.4444444444444445,"[50, 84]",0.5,0.25,0.3333333333333333
Q9F3C7,"[194, 195, 208, 210, 272, 277]",[272],1.0,0.1666666666666666,0.2857142857142857,[],0.0,0.0,0.0,[],0.0,0.0,0.0
P41963,"[89, 91, 106, 114, 123, 126, 163]","[89, 91, 106, 114, 123, 126, 163]",1.0,1.0,1.0,"[106, 189]",0.5,0.1428571428571428,0.2222222222222222,[],0.0,0.0,0.0
Q7Z5A4,"[120, 166, 267]","[120, 166, 267]",1.0,1.0,1.0,"[120, 166, 265, 267, 268]",0.6,1.0,0.7499999999999999,"[120, 166, 267]",1.0,1.0,1.0
Q9FXG2,"[153, 239, 376]","[273, 380, 387, 398]",0.0,0.0,0.0,"[153, 239, 271, 282, 380, 405, 409, 463]",0.25,0.6666666666666666,0.3636363636363636,[],0.0,0.0,0.0
B0G0Y8,"[213, 217, 253, 254, 364]","[213, 217, 253, 254, 257, 364]",0.8333333333333334,1.0,0.9090909090909092,"[109, 213, 217, 253, 257, 283]",0.5,0.6,0.5454545454545454,[213],1.0,0.2,0.3333333333333333
Q9K8X1,"[62, 64, 141, 194, 225]","[62, 64, 137, 187]",0.5,0.4,0.4444444444444445,"[135, 194, 229]",0.3333333333333333,0.2,0.25,[],0.0,0.0,0.0
Q9YDW0,"[112, 166, 310]","[112, 166, 257]",0.6666666666666666,0.6666666666666666,0.6666666666666666,"[112, 144, 156, 164, 260, 284, 319]",0.1428571428571428,0.3333333333333333,0.2,[],0.0,0.0,0.0
Q9N2V9,"[502, 506, 542, 543, 656]","[502, 506, 542, 543, 546, 656, 659]",0.7142857142857143,1.0,0.8333333333333333,"[501, 506, 542, 546, 572, 677]",0.3333333333333333,0.4,0.3636363636363636,[502],1.0,0.2,0.3333333333333333
P83179,[70],"[7, 96, 138]",0.0,0.0,0.0,"[79, 81, 96]",0.0,0.0,0.0,[96],0.0,0.0,0.0
Q7M438,"[63, 113, 117]","[63, 112, 113, 117]",0.75,1.0,0.8571428571428571,"[63, 113, 117]",1.0,1.0,1.0,"[63, 113, 117]",1.0,1.0,1.0
Q8RV79,"[163, 184, 192, 250]","[163, 192]",1.0,0.5,0.6666666666666666,"[98, 163, 192]",0.6666666666666666,0.5,0.5714285714285715,"[163, 184]",1.0,0.5,0.6666666666666666
Q99396,"[274, 317]","[274, 317]",1.0,1.0,1.0,"[391, 422]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q8SV03,"[66, 68]","[66, 68, 174]",0.6666666666666666,1.0,0.8,"[66, 68, 216]",0.6666666666666666,1.0,0.8,"[66, 68]",1.0,1.0,1.0
H2VFI5,[212],"[100, 122, 284]",0.0,0.0,0.0,"[11, 100, 205, 303]",0.0,0.0,0.0,[],0.0,0.0,0.0
O13924,"[184, 305]","[184, 305]",1.0,1.0,1.0,"[184, 305]",1.0,1.0,1.0,[305],1.0,0.5,0.6666666666666666
P04390,"[45, 74, 90, 92]","[45, 74]",1.0,0.5,0.6666666666666666,[92],1.0,0.25,0.4,[92],1.0,0.25,0.4
O67766,"[76, 78, 97]","[76, 86, 97]",0.6666666666666666,0.6666666666666666,0.6666666666666666,"[19, 76, 82]",0.3333333333333333,0.3333333333333333,0.3333333333333333,[],0.0,0.0,0.0
Q8T2I5,"[25, 114, 116]","[25, 116]",1.0,0.6666666666666666,0.8,"[25, 83, 114, 116, 212]",0.6,1.0,0.7499999999999999,"[25, 114, 116]",1.0,1.0,1.0
A1JHZ3,"[12, 104, 129, 156, 164, 213, 224, 245]",[129],1.0,0.125,0.2222222222222222,"[12, 73, 127, 129, 131, 173]",0.3333333333333333,0.25,0.2857142857142857,[129],1.0,0.125,0.2222222222222222
P30899,[83],"[83, 86, 147]",0.3333333333333333,1.0,0.5,"[83, 86, 147, 184, 254, 257]",0.1666666666666666,1.0,0.2857142857142857,"[83, 147]",0.5,1.0,0.6666666666666666
P21338,"[78, 152, 156]","[78, 156]",1.0,0.6666666666666666,0.8,"[78, 81, 152, 156]",0.75,1.0,0.8571428571428571,"[78, 152, 156]",1.0,1.0,1.0
H1AAP2,"[44, 97, 100]","[44, 97, 100]",1.0,1.0,1.0,"[44, 46, 48, 97, 100]",0.6,1.0,0.7499999999999999,[44],1.0,0.3333333333333333,0.5
O58832,"[59, 163, 287]","[59, 79, 163, 184, 287]",0.6,1.0,0.7499999999999999,"[59, 79, 163, 184, 287]",0.6,1.0,0.7499999999999999,[],0.0,0.0,0.0
P80909,"[13, 16, 19, 23, 49, 52, 55, 59]","[13, 16, 19, 23, 49, 52, 55, 59]",1.0,1.0,1.0,"[14, 59]",0.5,0.125,0.2,[],0.0,0.0,0.0
P0C218,"[48, 53]",[],0.0,0.0,0.0,"[76, 362, 366]",0.0,0.0,0.0,[],0.0,0.0,0.0
P85999,"[30, 31]",[30],1.0,0.5,0.6666666666666666,[30],1.0,0.5,0.6666666666666666,[],0.0,0.0,0.0
F4I107,"[187, 283, 349]","[57, 187, 283, 349]",0.75,1.0,0.8571428571428571,"[187, 188, 283, 349]",0.75,1.0,0.8571428571428571,"[187, 283]",1.0,0.6666666666666666,0.8
O35000,"[67, 136, 138, 143]",[138],1.0,0.25,0.4,"[67, 138]",1.0,0.5,0.6666666666666666,"[67, 136, 138, 143]",1.0,1.0,1.0
Q7Z5W3,"[46, 76, 110, 164]",[110],1.0,0.25,0.4,[110],1.0,0.25,0.4,[],0.0,0.0,0.0
Q9ZGH1,"[141, 145, 148]","[141, 145, 148]",1.0,1.0,1.0,"[141, 145, 148, 242]",0.75,1.0,0.8571428571428571,[],0.0,0.0,0.0
P42778,"[250, 316, 340, 345, 376, 378]","[250, 316, 340, 345, 376, 378]",1.0,1.0,1.0,"[142, 249, 250, 339, 376, 378]",0.5,0.5,0.5,[],0.0,0.0,0.0
Q10039,"[309, 360, 593]",[362],0.0,0.0,0.0,"[159, 223, 309, 339, 341, 352, 449, 450, 474, 478, 588, 593]",0.1666666666666666,0.6666666666666666,0.2666666666666666,[],0.0,0.0,0.0
P85142,[48],[48],1.0,1.0,1.0,"[46, 48]",0.5,1.0,0.6666666666666666,[48],1.0,1.0,1.0
P0DOV3,"[67, 70, 71, 88, 91, 92, 140, 143, 144, 152, 155, 156, 186, 189, 190, 205, 208, 209]","[56, 59, 67, 70, 71, 88, 91, 92, 132, 135, 143, 144, 152, 155, 156, 183, 186, 189, 190, 205, 208, 209]",0.7727272727272727,0.9444444444444444,0.85,"[124, 135]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q27895,[236],"[73, 188, 236, 282]",0.25,1.0,0.4,[],0.0,0.0,0.0,[],0.0,0.0,0.0
P76290,"[39, 132, 199]",[89],0.0,0.0,0.0,[],0.0,0.0,0.0,[],0.0,0.0,0.0
Q9SR40,"[81, 83, 126, 128, 468, 471, 473, 530, 531, 532, 536]","[81, 83, 126, 128, 468, 471, 473, 530, 531, 532, 536]",1.0,1.0,1.0,"[81, 83, 126, 128, 466, 468, 471, 473, 530, 531, 532, 533, 536]",0.8461538461538461,1.0,0.9166666666666666,[],0.0,0.0,0.0
Q9Z2D7,[534],"[94, 534]",0.5,1.0,0.6666666666666666,[],0.0,0.0,0.0,[534],1.0,1.0,1.0
P39153,"[40, 63, 67, 72, 123, 127, 147, 149, 157, 187, 201, 240]",[201],1.0,0.0833333333333333,0.1538461538461538,"[61, 127, 149, 187, 239]",0.6,0.25,0.3529411764705882,[],0.0,0.0,0.0
Q8VHL1,"[245, 317, 335, 356]",[335],1.0,0.25,0.4,"[245, 293, 297, 305, 335]",0.4,0.5,0.4444444444444445,[],0.0,0.0,0.0
P32138,"[288, 405, 408, 472, 537]","[405, 408, 455, 472, 504]",0.6,0.6,0.6,"[286, 333, 405, 408, 455, 472, 504]",0.4285714285714285,0.6,0.5,"[405, 408, 472]",1.0,0.6,0.7499999999999999
Q00983,[63],"[63, 66, 111, 201]",0.25,1.0,0.4,"[63, 66, 201]",0.3333333333333333,1.0,0.5,"[63, 150]",0.5,1.0,0.6666666666666666
P45436,"[317, 360]","[317, 360]",1.0,1.0,1.0,"[317, 360]",1.0,1.0,1.0,"[317, 360]",1.0,1.0,1.0
I6WU39,"[5, 31, 34, 37, 72, 75]","[5, 78]",0.5,0.1666666666666666,0.25,"[5, 12, 72, 78, 96]",0.4,0.3333333333333333,0.3636363636363636,[],0.0,0.0,0.0
O31857,"[11, 14, 125]","[11, 13, 14, 125]",0.75,1.0,0.8571428571428571,"[11, 13, 14, 45, 85, 116, 122, 125, 154]",0.3333333333333333,1.0,0.5,[],0.0,0.0,0.0
Q5ZX15,"[45, 66, 144, 205, 226, 231, 248, 251]","[67, 226, 248]",0.6666666666666666,0.25,0.3636363636363636,"[144, 231, 248]",1.0,0.375,0.5454545454545454,"[205, 248]",1.0,0.25,0.4
Q74NA6,"[45, 48, 55, 57, 106, 129, 148, 157]","[45, 57]",1.0,0.25,0.4,[95],0.0,0.0,0.0,[],0.0,0.0,0.0
Q92383,"[150, 170]","[150, 170]",1.0,1.0,1.0,"[150, 170, 211]",0.6666666666666666,1.0,0.8,[170],1.0,0.5,0.6666666666666666
P13502,"[55, 58, 75, 78]","[55, 58, 75, 78]",1.0,1.0,1.0,"[55, 57, 58, 75, 77, 78, 92]",0.5714285714285714,1.0,0.7272727272727273,[],0.0,0.0,0.0
Q87P32,[359],[],0.0,0.0,0.0,"[348, 356]",0.0,0.0,0.0,[],0.0,0.0,0.0
